bus,stop
12,91049
14,91049
196,91049
12,91051
14,91051
196,91051
12,91059
14,91059
196,91059
12,91061
14,91061
196,91061
12,91069
14,91069
196,91069
12,91071
14,91071
196,91071
12,91079
14,91079
196,91079
158,91081
30,91081
30e,91081
158,91089
30,91089
30e,91089
401,91089
12,91091
14,91091
158,91091
196,91091
30,91091
30e,91091
12,91099
14,91099
158,91099
196,91099
30,91099
30e,91099
401,91099
401,91111
135,92041
15,92041
196,92041
196e,92041
197,92041
31,92041
36,92041
43,92041
48,92041
76,92041
853C,92041
966,92041
135,92049
15,92049
196,92049
196e,92049
197,92049
31,92049
36,92049
401,92049
43,92049
48,92049
76,92049
853C,92049
966,92049
135,92051
15,92051
16,92051
196,92051
196e,92051
197,92051
31,92051
36,92051
43,92051
48,92051
76,92051
853C,92051
966,92051
135,92059
15,92059
16,92059
196,92059
196e,92059
197,92059
31,92059
36,92059
401,92059
43,92059
48,92059
76,92059
853C,92059
966,92059
13,92061
135,92061
15,92061
16,92061
196,92061
196e,92061
197,92061
31,92061
36,92061
43,92061
48,92061
55,92061
76,92061
853C,92061
135,92069
15,92069
16,92069
196,92069
196e,92069
197,92069
31,92069
36,92069
43,92069
48,92069
76,92069
853C,92069
13,92071
135,92071
16,92071
196,92071
196e,92071
197,92071
31,92071
36,92071
43,92071
48,92071
4N,92071
55,92071
853C,92071
135,92079
197,92079
31,92079
36,92079
43,92079
48,92079
55,92079
76,92079
853C,92079
13,92081
135,92081
16,92081
196,92081
196e,92081
197,92081
31,92081
36,92081
43,92081
48,92081
4N,92081
55,92081
853C,92081
13,92089
135,92089
16,92089
196,92089
196e,92089
197,92089
31,92089
36,92089
43,92089
48,92089
55,92089
853C,92089
10,92091
10e,92091
12,92091
14,92091
14e,92091
32,92091
40,92091
10,92099
10e,92099
12,92099
14,92099
14e,92099
196,92099
32,92099
36,92099
40,92099
48,92099
10,92101
10e,92101
12,92101
14,92101
14e,92101
32,92101
40,92101
10,92109
10e,92109
12,92109
14,92109
14e,92109
32,92109
40,92109
10,92111
10e,92111
12,92111
14,92111
14e,92111
32,92111
40,92111
10,92119
10e,92119
12,92119
14,92119
14e,92119
32,92119
40,92119
10,92121
10e,92121
12,92121
14,92121
14e,92121
32,92121
40,92121
10,92129
10e,92129
12,92129
14,92129
14e,92129
32,92129
40,92129
10,92131
10e,92131
12,92131
14,92131
14e,92131
32,92131
40,92131
10,92139
10e,92139
12,92139
14,92139
14e,92139
32,92139
40,92139
10,92141
10e,92141
12,92141
14,92141
14e,92141
155,92141
32,92141
40,92141
10,92149
10e,92149
12,92149
14,92149
14e,92149
155,92149
32,92149
40,92149
10,92161
135,92161
197,92161
31,92161
32,92161
40,92161
401,92161
43,92161
76,92161
853C,92161
10,92169
135,92169
197,92169
31,92169
32,92169
40,92169
43,92169
76,92169
853C,92169
16,92171
16,92179
16,92181
16,92189
401,92191
401,92199
15,92201
155,92201
15,92209
155,92209
13,92211
16,92211
196,92211
196e,92211
76,92219
13,92221
16,92221
196,92221
196e,92221
76,92229
13,92231
16,92231
196,92231
196e,92231
13,92239
16,92239
196,92239
196e,92239
76,92239
135,92241
196,92241
196e,92241
197,92241
31,92241
36,92241
401,92241
43,92241
48,92241
76,92241
853C,92241
135,92249
196,92249
196e,92249
197,92249
31,92249
36,92249
43,92249
48,92249
76,92249
853C,92249
13,92271
55,92271
966,92271
13,92279
55,92279
966,92279
401,92289
15,92301
15,92309
13,93011
135,93011
16,93011
196,93011
196e,93011
197,93011
31,93011
36,93011
43,93011
48,93011
4N,93011
55,93011
853C,93011
13,93019
135,93019
16,93019
196,93019
196e,93019
197,93019
31,93019
36,93019
43,93019
48,93019
55,93019
853C,93019
13,93021
135,93021
16,93021
196,93021
196e,93021
197,93021
31,93021
36,93021
43,93021
48,93021
4N,93021
55,93021
853C,93021
13,93029
135,93029
16,93029
196,93029
196e,93029
197,93029
31,93029
36,93029
43,93029
48,93029
55,93029
853C,93029
36,93149
401,93149
401,93151
401,93159
401,93161
401,93169
401,93171
401,93179
401,93181
401,93189
135,93199
155,93199
36,93199
401,93199
55,93199
135,93201
155,93201
196,93201
196e,93201
197,93201
31,93201
36,93201
401,93201
43,93201
48,93201
55,93201
853C,93201
24,95011
27,95011
34,95011
36,95011
53,95011
858,95011
24,95019
27,95019
34,95019
36,95019
53,95019
858,95019
19,95039
89,95039
89e,95039
9,95039
19,95041
89,95041
89e,95041
9,95041
19,95049
89,95049
89e,95049
9,95049
19,95051
89,95051
89e,95051
9,95051
19,95071
89,95071
9,95071
19,95081
89,95081
9,95081
19,95089
89,95089
9,95089
19,95091
89,95091
9,95091
19,95099
89,95099
89e,95099
9,95099
12,96011
24,96011
31,96011
38,96011
NR7,96011
12,96019
24,96019
31,96019
38,96019
NR7,96019
12,96021
24,96021
38,96021
NR7,96021
12,96029
24,96029
38,96029
NR7,96029
2,96049
24,96049
5,96049
2,96051
24,96051
4N,96051
5,96051
2,96059
24,96059
5,96059
2,96061
24,96061
4N,96061
5,96061
2,96069
24,96069
5,96069
31,96111
31,96119
35,96221
35,96229
35,96231
2,97011
37,97011
5,97011
2,97019
37,97019
5,97019
2,97031
5,97031
2,97039
5,97039
2,97041
5,97041
2,97049
5,97049
2,97051
5,97051
2,97059
5,97059
2,97061
29,97061
2,97069
29,97069
2,97081
29,97081
2,97089
29,97089
2,97091
29,97091
2,97099
29,97099
29,97101
29,97109
29,97111
5,97111
29,97119
5,97119
5,97121
5,97129
37,97141
37,97149
37,97151
37,97159
37,97161
37,97169
37,97171
37,97179
37,97181
37,97189
2,97201
29,97201
2,97209
29,97209
12,98011
17,98011
19,98011
21,98011
3,98011
39,98011
4N,98011
518,98011
53,98011
59,98011
81,98011
9,98011
NR7,98011
12,98019
17,98019
19,98019
21,98019
3,98019
39,98019
518,98019
518A,98019
53,98019
59,98019
81,98019
9,98019
NR7,98019
19,98021
59,98021
9,98021
19,98029
59,98029
9,98029
NR7,98029
109,98031
19,98031
59,98031
6,98031
89,98031
9,98031
109,98039
19,98039
59,98039
6,98039
89,98039
9,98039
109,98041
19,98041
59,98041
6,98041
89,98041
9,98041
109,98049
19,98049
59,98049
6,98049
89,98049
9,98049
109,98051
19,98051
59,98051
89,98051
89e,98051
9,98051
109,98059
19,98059
59,98059
89,98059
89e,98059
9,98059
109,98061
19,98061
2,98061
29,98061
59,98061
89,98061
89e,98061
9,98061
109,98069
19,98069
2,98069
29,98069
59,98069
89,98069
89e,98069
9,98069
29,98081
29,98089
12,98091
17,98091
21,98091
3,98091
39,98091
4N,98091
518,98091
53,98091
81,98091
NR7,98091
12,98099
17,98099
21,98099
3,98099
39,98099
518,98099
518A,98099
53,98099
81,98099
109,98101
5,98101
6,98101
89,98101
109,98109
5,98109
6,98109
89,98109
NR7,98109
109,98111
109,98119
6,98121
6,98129
6,98131
6,98139
6,98141
6,98149
6,98151
6,98161
6,98171
6,98181
6,98199
6,98209
6,98219
6,98229
109,98231
19,98231
59,98231
89,98231
89e,98231
9,98231
109,98239
19,98239
59,98239
89,98239
89e,98239
9,98239
